английский,русский,engulfed,охваченный
английский,русский,duped by illusion,обманутый иллюзией
английский,русский,purged,очищенный
английский,русский,by all account,по всем признакам
английский,русский,by all accounts,по всем данным
английский,русский,rant,тирада
английский,русский,shrine,святыня
английский,русский,puzzles me,меня озадачивает
английский,русский,appointed by,назначенный
английский,русский,contentious,спорный
английский,русский,to put up,выставлять
английский,русский,to lay out,выкладывать
английский,русский,fortune of state,состояние государства
английский,русский,Trump turning more ridiculous by the day,Трамп становится все более нелепым с каждым днем
английский,русский,rift,раскол
английский,русский,concise,краткий
английский,русский,mitigate risks,смягчить риски
английский,русский,erasure of history,стирание истории
английский,русский,tertiary education,высшее образование
английский,русский,scolds,ругает
английский,русский,abolish slavery,отменить рабство
английский,русский,disguised,замаскированный
английский,русский,welfare,благосостояние
английский,русский,inhabit,населять
английский,русский,civic,гражданский
английский,русский,suffice to say,достаточно сказать
английский,русский,conceal,скрыть
английский,русский,to spot in other people,заметить в других людях
английский,русский,mundane,земной
английский,русский,calls into question,ставит под вопрос
английский,русский,scents,ароматы
английский,русский,are disposed to say,склонны сказать
английский,русский,hatch,штриховка
английский,русский,hatch,люк
английский,русский,hatch,вылупиться
английский,русский,why you forsaken me,почему ты оставил меня
английский,русский,forsaken,покинутый
английский,русский,roes,икра
английский,русский,captivating,увлекательный
русский,английский,нарочно,on purpose
английский,русский,purge,чистка
английский,русский,reverberation,отражение
английский,русский,bidding,торги
русский,английский,посуда,tableware
русский,английский,посуда,utensil
английский,русский,obliged,обязанный
английский,русский,obliged,обязан
английский,русский,rumination,размышление
английский,русский,treatise,трактат
английский,русский,breadth,ширина
английский,русский,with due reverence,с должным почтением
английский,русский,without sparing themselves some effort,не жалея усилий
английский,русский,mingle,смешивать
английский,русский,indolence,праздность
английский,русский,hypothesis-mongering,выдвижение гипотез
английский,русский,Suffice it to say,Достаточно сказать
английский,русский,splendour,великолепие
английский,русский,enticement,соблазн
английский,русский,articulate,ясно выражать
английский,русский,wavers,колеблется
английский,русский,giddy,испытывающий головокружение
английский,русский,predilection,пристрастие
английский,русский,detour,окольный путь
английский,русский,uncanny symptom,странный симптом
английский,русский,onset,начало
английский,русский,onset,натиск
английский,русский,wearily,устало
английский,русский,sublime temptation,возвышенное искушение
английский,русский,I gave vent,Я дал волю
английский,русский,gild,золотить
английский,русский,gilded,позолоченный
английский,русский,incidental,побочный
английский,русский,likewise,так же
английский,русский,befits,подобает
английский,русский,sensations,ощущения
английский,русский,vacillation,колебание
английский,русский,relapse,рецидив
английский,русский,rip off,грабить
английский,русский,rip off,сдирать
английский,русский,omitted,пропущено
английский,русский,rehearsal,пересказ
английский,русский,rehearsal,перечисление
английский,русский,rehearsal,репетиция
английский,русский,precept,предписание
английский,русский,to coerce,принуждать
английский,русский,vested interest,корыстный интерес
английский,русский,vested,наделенный
английский,русский,abolition,отмена
английский,русский,exalt,превозносить
английский,русский,exalt,возвышать
английский,русский,refute,опровергать
английский,русский,antithetical,антитетический
английский,русский,antithetical,прямо противоположный
английский,русский,tinged,окрашенный
английский,русский,hesitantly,нерешительно
английский,русский,varnish,лак
английский,русский,provided we can keep quiet for long enough,"при условии, что мы сможем молчать достаточно долго"
английский,русский,conjectures,догадки
английский,русский,inquiry,расследование
английский,русский,innate,врожденный
английский,русский,lent an ear,прислушался
английский,русский,as regards,что касается
английский,русский,lineage,родословная
английский,русский,unbidden,незваный
английский,русский,reluctantly,неохотно
английский,русский,And of what concern is it to us philosophers?,"И какое это имеет отношение к нам, философам?"
английский,русский,testimonial,свидетельство
английский,русский,provisional,предварительный
английский,русский,prejudices,предрассудки
английский,русский,furthest,самый дальний
английский,русский,reverberating,гремящий
английский,русский,settle for,соглашаться на
английский,русский,subverts,ниспровергает
английский,русский,posing a question,постановка вопроса
английский,русский,admixture,примесь
английский,русский,enliven,оживлять
английский,русский,genuine,подлинный
английский,русский,this falls short of,это не соответствует
английский,русский,demise,кончина
английский,русский,perverse,извращенный
английский,русский,It clearly merits,Это явно заслуживает
английский,русский,conceived,задуманный
английский,русский,prized,ценится
английский,русский,bane areas,области отравы
английский,русский,contingent on,зависит от
английский,русский,hedgehog,ёжик
английский,русский,drive a wedge,вбить клин
английский,русский,emanating,исходящий
английский,русский,presumes,предполагает
английский,русский,impunity,безнаказанность
английский,русский,detrimental,вредный
английский,русский,vegetation,произрастание
английский,русский,contempt,презрение
английский,русский,heralding,возвещающий
английский,русский,whim,прихоть
английский,русский,condescension,снисходительность
английский,русский,cumin,тмин
английский,русский,ample time,достаточно времени
английский,русский,loaf,буханка
английский,русский,preposterous,нелепый
английский,русский,to resort,прибегать
английский,русский,hoax,фальсификация
английский,русский,food face-off,продовольственное противостояние
английский,русский,buff,любитель
английский,русский,savvy,подкованный
английский,русский,compelling,неотразимый
английский,русский,untenable,несостоятельный
индонезийский,русский,premis,предпосылка
английский,русский,violent temper,вспыльчивый нрав
английский,русский,Unforeseen circumstances,Непредвиденные обстоятельства
английский,русский,the first order of rail wasn't due for delivery until next month.,Первая партия рельс должна была быть доставлена ​​только в следующем месяце.
английский,русский,undermines,подрывает
английский,русский,I resent your saying it,"Я возмущен тем, что ты это говоришь."
английский,русский,attentiveness,внимательность
английский,русский,deficit,дефицит
английский,русский,wreck,крушение
английский,русский,hastily,поспешно
английский,русский,overabundance,переизбыток
английский,русский,adolescence,подростковый возраст
английский,русский,commoners,простолюдины
английский,русский,exercise of physical prowess,проявление физической силы
английский,русский,physical prowess,физическая доблесть
английский,русский,acquainted with,познакомился с
английский,русский,a fruitful correspondence,плодотворная переписка
английский,русский,reciprocate,отвечать взаимностью
английский,русский,the lore,предания
английский,русский,waiving the participation fee,отмена платы за участие
английский,русский,toppled,свергнутый
английский,русский,precludes,исключает
английский,русский,conveyed,передано
английский,русский,pledging,пообещав
английский,русский,subordinated to,подчиненный
английский,русский,resembles,напоминает
английский,русский,bluntly,прямо
английский,русский,gorge,ущелье
английский,русский,amendment,поправка
английский,русский,tenure,пребывание в должности
английский,русский,tenure,срок пребывания
английский,русский,incurred,понесенные
английский,русский,bartender,бармен
английский,русский,embellished,приукрашенный
английский,русский,family lore,семейные предания
английский,русский,rugged,прочный
английский,русский,abolish,отменять
английский,русский,litigate,оспаривать
английский,русский,to gag,заткнуть рот
английский,русский,scathing,уничтожающий
английский,русский,sour over the war,кислый из-за войны
английский,русский,trade barbs,торговля колючками
английский,русский,tussle,драка
русский,английский,заноза,splinter
русский,английский,трущобы,slum
английский,русский,tainted by her,испорченный ею
английский,русский,taint,зараза
русский,английский,оправдаться,exonerate oneself
русский,английский,оправдаться,justify oneself
английский,русский,gasket,прокладка
английский,русский,conflate,объединять
английский,русский,auger,шнек
английский,русский,rip you off,ограбить тебя
английский,русский,bust,банкротство
английский,русский,soar,подниматься ввысь
английский,русский,soar,парить
английский,русский,binge,кутеж
английский,русский,spare time,свободное время
английский,русский,quirky,причудливый
английский,русский,witty,остроумный
английский,русский,gentile,языческий
английский,русский,reclaimed,восстановленный
английский,русский,discourage,отбивать охоту
русский,английский,ил,silt
английский,русский,cattle,крупный рогатый скот
английский,русский,dodge this issue,уклониться от этой проблемы
английский,русский,in situ,на месте
английский,русский,elucidated,выяснено
английский,русский,it is a non-starter,это обречено на провал
английский,русский,preemptive,упреждающий
английский,русский,embodied,воплощенный
английский,русский,contagious,заразный
английский,русский,impose myself,навязывать себя
английский,русский,inflict,наносить
английский,русский,indivisible,неделимый
английский,русский,contemplate,лицезреть
английский,русский,contemplate,созерцать
английский,русский,mumbled,пробормотал
английский,русский,alluded,намекнул
английский,русский,vise,тиски
английский,русский,elated,воодушевленный
русский,английский,до которого часа работает ресторан?,What time is the restaurant open until?
английский,русский,juror,присяжный
английский,русский,amenities,удобства
английский,русский,mundanity,обыденность
английский,русский,be tempted,быть искушаемым
английский,русский,encompasses,охватывает
английский,русский,national amity,национальная дружба
английский,русский,marshaled,выстроенный
английский,русский,travesty,пародия
английский,русский,good tidings,хорошие новости
английский,русский,custodian,хранитель
английский,русский,enchanted time,зачарованное время
английский,русский,Adorned with light,Украшенный светом
английский,русский,gleaming baubles,сверкающие безделушки
английский,русский,garlands,гирлянды
английский,русский,wreaths,венки
английский,русский,spangling,блестящий
английский,русский,caroling out,распевание гимнов
английский,русский,rationale,обоснование
английский,русский,If you adore,Если вы обожаете
английский,русский,to deck the halls,украшать залы
английский,русский,decked out,украшенный
английский,русский,kinship,родство
английский,русский,alienating,отчуждающий
английский,русский,malicious,вредоносный
английский,русский,obnoxious,противный
английский,русский,cheer,радость
английский,русский,infringement,нарушение
английский,русский,dilution,разбавление
английский,русский,haul out,вытаскивать
английский,русский,the nagging fact,неприятный факт
английский,русский,chestnuts,каштаны
английский,русский,pining for,тоскуя по
английский,русский,pining,тоска
английский,русский,devoid,лишенный
английский,русский,rinsing,полоскание
английский,русский,skewers,шампуры
английский,русский,to mitigate,смягчить
английский,русский,affront,оскорблять
английский,русский,baile out,выручать
английский,русский,bailing out,выручая
русский,английский,кумовство,nepotism
русский,английский,настояться,to infuse
русский,английский,настояться,brew
русский,английский,издевается,is making fun of
английский,русский,flurry,взрыв активности
английский,русский,amid,посреди
английский,русский,amid,среди
английский,русский,Undeterred,Неустрашимый
английский,русский,appeal,обращаться
английский,русский,"His father assigned a prominent Brotherhood member, Ezzedine Ibrahim, as Prince Mohammed’s tutor, and he attempted an indoctrination that backfired, the prince often says.","Его отец назначил видного члена «Братьев-мусульман» Эззедина Ибрагима наставником принца Мухаммеда, и тот предпринял попытку идеологической обработки, которая дала обратный эффект, как часто говорит принц."
английский,русский,craze,помешательство
английский,русский,lopsided smile,кривая улыбка
английский,русский,long-winded,многословный
английский,русский,paunchy,пузатый
английский,русский,fanning,раздувание
английский,русский,pliant,гибкий
английский,русский,rapport,связь
английский,русский,thwart,помешать
английский,русский,payroll,заработная плата
английский,русский,bellicose,воинственный
русский,английский,штопор,corkscrew
русский,английский,намордник,muzzle
английский,русский,your conduct,ваше поведение
английский,русский,comporting yourself,вести себя
английский,русский,succulent,сочный
английский,русский,keep out,держаться подальше
английский,русский,forbid,возбранять
английский,русский,forbid,запрещать
английский,русский,retarded,умственно отсталый
английский,русский,deferred gratification,отложенное удовлетворение
английский,русский,to dispel rumors,чтобы развеять слухи
английский,русский,to dispel,рассеять
английский,русский,dispelled,рассеянный
английский,русский,you are retarded,Вы отсталый
английский,русский,convey,передавать
английский,русский,scenic,живописный
английский,русский,petrified,окаменелый
английский,русский,voice over,озвучка
английский,русский,layover,остановка
английский,русский,eligible,имеющий право
английский,русский,foils it,мешает этому
английский,русский,wane,ослабевать
английский,русский,Homage to,Дань уважения
английский,русский,backstabbing,предательство
английский,русский,dodge,уклоняться
английский,русский,custard,заварной крем
английский,русский,inept,неумелый
английский,русский,hesitation,колебание
английский,русский,we just smack our little heads on the pavement,мы просто бьемся головками об асфальт
английский,русский,gird,препоясывать
английский,русский,reconciliation,примирение
английский,русский,at the crux,в самом разгаре
английский,русский,crux,суть
английский,русский,inscribed,начертанный
английский,русский,prophesied,пророчествовал
английский,русский,delirious,бредящий
английский,русский,ailing,больной
английский,русский,relents,смягчается
английский,русский,make amends,загладить вину
английский,русский,imploring,умоляя
английский,русский,decapitating,обезглавливание
английский,русский,beheads,обезглавливает
английский,русский,impaired,ослабленный
английский,русский,decaying sores,гниющие язвы
русский,английский,отстранен,suspended
английский,русский,indisposed,нездоровый
русский,английский,переманивать специалистов,poach specialists
украинский,английский,переманивать,lure
английский,русский,bared,обнаженный
английский,русский,uphold,поддерживать
английский,русский,martial law,военное положение
английский,русский,be reassured,быть уверенным
английский,русский,workbench,верстак
английский,русский,lizard,ящерица
английский,русский,shill,зазывала
английский,русский,rascal,негодяй
английский,русский,forsake myself,оставить себя
английский,русский,no avail,бесполезно
английский,русский,alleviate,облегчить
английский,русский,vagrant,странствующий
английский,русский,vagrant,бродяга
английский,русский,diffident,неуверенный в себе
английский,русский,wary,осторожный
английский,русский,deterrence,сдерживание
английский,русский,spooky,жуткий
английский,русский,to dodge,увернуться
английский,русский,contingent,условный
английский,русский,serendipity love,любовь по счастливой случайности
английский,русский,serendipity unveils the beauty of life,интуиция раскрывает красоту жизни
английский,русский,serendipity,случайность
английский,русский,adolescent,подросток
английский,русский,diligent,прилежный
английский,русский,meanness comes around,подлость приходит
английский,русский,agenda,повестка дня
английский,русский,unjustifiable,неоправданный
английский,русский,bear out,подтверждать
английский,русский,deprivation,лишение
английский,русский,amusing,занимательный
английский,русский,corollary,следствие
английский,русский,jibe,насмешка
английский,русский,well groomed,ухоженный
русский,английский,которая присуща мне,which is inherent in me
русский,английский,которая присуща англичанам,which is characteristic of the British
английский,русский,vigor,энергия
английский,русский,endorses,одобряет
английский,русский,sobriety,трезвость
английский,русский,amids,среди
английский,русский,serenity,умиротворенность
английский,русский,it baffles,это сбивает с толку
английский,русский,phaseout,постепенно прекращать
английский,русский,Deprived Town,Обделенный город
английский,русский,bleach,отбеливать
английский,русский,fur,шерсть
английский,русский,We opted for both,Мы выбрали оба
английский,русский,decorum,приличия
английский,русский,decent,приличный
английский,русский,endeavour,стараться
английский,русский,tier one,первый уровень
английский,русский,to tier out,выровнять
английский,русский,tier,уровень
английский,русский,implications,подразумеваемое
английский,русский,pick on,придираться
английский,русский,HAND OVER,СДАВАТЬ
английский,русский,haggard,изможденный
английский,русский,preordained,предопределено
английский,русский,the craze,увлечение
английский,русский,tap water,водопроводная вода
английский,русский,impose,налагать
английский,русский,impose,навязывать
английский,русский,testimony,свидетельство
английский,русский,testimony,показания
английский,русский,inference,вывод
английский,русский,provisional,условный
английский,русский,provisional,временный
английский,русский,forays,набеги
английский,русский,bender,кутеж
английский,русский,the rite of spring,Обряд весны
английский,русский,industrious,трудолюбивая
английский,русский,raptor,хищник
английский,русский,plausible,правдоподобный
английский,русский,horrendous,ужасный
английский,русский,thug,бандит
английский,русский,petrify,окаменеть
английский,русский,itch,зуд
английский,русский,sit out,пересидеть
английский,русский,lineal,линейный
английский,русский,broach topic,затронуть тему
английский,русский,suppression,подавление
английский,русский,possessed,одержимый
английский,русский,toddler,"ребенок, начинающий ходить"
английский,русский,smart as a whip,умный как кнут
английский,русский,prevails,преобладает
английский,русский,intelligible,понятный
английский,русский,guttural,гортанный
английский,русский,thereof,из этого
английский,русский,whereof,о чем
английский,русский,ambiguity,двусмысленность
английский,русский,rescued,спасен
английский,русский,bombshell,разорвавшаяся бомба
английский,русский,herd,стадо
английский,русский,tendency,тенденция
английский,русский,possession,одержимость
английский,русский,flattered,польщенный
английский,русский,cannon fodder,пушечное мясо
английский,русский,fallacy,заблуждение
английский,русский,laagered up,отложился
английский,русский,well-fed,упитанный
английский,русский,conviction,убеждение
английский,русский,vivid,яркий
английский,русский,avalanche,лавина
английский,русский,chanting prayers,пение молитв
английский,русский,get laid,перепихнуться
английский,русский,to  protract,затягивать
английский,русский,protracted,затяжной
английский,русский,dizzy,испытывающий головокружение
английский,русский,dizziness,головокружение
русский,английский,банальный,commonplace
русский,английский,банальный,banal
английский,русский,placate,успокаивать
английский,русский,platitude,банальность
английский,русский,sorrow,печаль
английский,русский,nourishment,питание
английский,русский,struggle,борьба
английский,русский,feral,дикий
английский,русский,hereditarian,наследственный
английский,русский,loosely,свободно
английский,русский,worn-out,изношенный
английский,русский,doomed,обречен
английский,русский,in virtue of,в силу
русский,английский,предлог,excuse
русский,английский,предлог,pretext
английский,русский,cantilever,консольный
английский,русский,subtleties,тонкости
английский,русский,engenders,порождает
английский,русский,fulcrum,точка опоры
английский,русский,ague,лихорадка
английский,русский,to breach,нарушать
английский,русский,breach,нарушение
английский,русский,become depraved,стать развратным
английский,русский,dissolute,развратный
английский,русский,possess,владеть
английский,русский,bonfire,костер
английский,русский,reaper,жнец
английский,русский,repercussions,последствия
английский,русский,interrogated,допрошен
английский,русский,shy away,уклоняться
английский,русский,splendid,великолепный
английский,русский,pledged to,обещал
английский,русский,a pledge,залог
английский,русский,exalted,возвышенный
английский,русский,appointed,назначенный
английский,русский,contemplated,созерцаемый
английский,русский,compulsion,принуждение
английский,русский,grief,горе
английский,русский,retaliate,отомстить
английский,русский,praise,хвалить
русский,английский,бездна,abyss
английский,русский,inflict,причинять
английский,русский,mitigate,смягчать
английский,русский,lucid,ясный
английский,русский,precarious,опасный
английский,русский,to indulge,предаваться
английский,русский,indulgent,снисходительный
английский,русский,hostile,враждебный
английский,русский,fortune,удача
английский,русский,to employ,использовать
английский,русский,discard,отказаться
английский,русский,diskard,отбрасывать
английский,русский,clearsight,ясновидение
английский,русский,to behold,чтобы созерцать
английский,русский,to counter,чтобы противостоять
английский,русский,imparted to,переданный
немецкий,русский,come over,приезжать
немецкий,русский,turmoil,смятение
немецкий,русский,stumbled,споткнулся
английский,русский,pundits,ученые мужи
английский,русский,toppling,опрокидывание
английский,русский,profound,глубокий
английский,русский,I would wager,я бы поставил
английский,русский,to peeve,раздражать
английский,русский,pet peeve,любимая мозоль
английский,русский,emerald,изумруд
английский,русский,wacky,дурацкий
английский,русский,sprawl,расползание
английский,русский,a purge,чистка
английский,русский,wage war,вести войну
английский,русский,hose,шланг
английский,русский,last truce,последнее перемирие
английский,русский,brokered,при посредничестве
английский,русский,disposable,одноразовый
английский,русский,long haul,долгий путь
английский,русский,premise no,предпосылка нет
английский,русский,inferred,предполагаемый
английский,русский,prolific,плодовитый
английский,русский,nothing short of impressive,ничего кроме впечатляющего
английский,русский,pincer,клещи
английский,русский,luring,соблазнение
английский,русский,awe,трепет
английский,русский,burnished,полированный
английский,русский,ushered,открыл
английский,русский,aspiration,стремление
английский,русский,impetus,толчок
английский,русский,custody,попечение
английский,русский,Havoc,Хаос
английский,русский,often talk past each other,часто говорят мимо друг друга
английский,русский,nagging suspicion,навязчивое подозрение
английский,русский,preempted,вытесненный
английский,русский,bore the main brunt,принял на себя основную тяжесть
английский,русский,duct,воздуховод
английский,русский,plunger,поршень
английский,русский,unattenuated,незатухающий
английский,русский,tortuosity,извилистость
английский,русский,circumference,длина окружности
английский,русский,the crests,гребни
английский,русский,scattering,рассеяние
английский,русский,attenuation,затухание
английский,русский,comprising,включающий
английский,русский,honeycomb-corrugation,сотовый гофр
английский,русский,discrepancies,расхождения
английский,русский,slit,щель
английский,русский,deteriorates,ухудшается
английский,русский,bulky,громоздкий
английский,русский,burden,груз
английский,русский,to fiddle,возиться
английский,русский,be versed,быть сведущим
английский,русский,relinquish,отказаться
английский,русский,catenary structures,цепные структуры
английский,русский,sentience,разумность
английский,русский,assess,оценивать
английский,русский,arbitrary,произвольный
английский,русский,entails,влечет за собой
английский,русский,purview,компетенция
английский,русский,scrutiny,проверка
английский,русский,prominent,видный
английский,русский,sought to,стремился
английский,русский,to bid,делать ставки
английский,русский,permutation,перестановка
английский,русский,augment,увеличение
английский,русский,emerging,возникающий